TRIM42	tripartite motif containing 42	FLJ40097	PPP1R40	T4A1	protein phosphatase 1, regulatory subunit 40																								
TRIM43	tripartite motif containing 43	TRIM43A																											
TRIM44	tripartite motif containing 44	DIPB	MC7																										
TRIM45	tripartite motif containing 45	FLJ13181	RNF99																										
TRIM46	tripartite motif containing 46	FLJ23229	TRIFIC																										
TRIM47	tripartite motif containing 47	GOA	RNF100																										
TRIM48	tripartite motif containing 48	RNF101																											
TRIM49	tripartite motif containing 49	RNF18	TRIM49A																										
TRIM49B	tripartite motif containing 49B																												
TRIM49C	tripartite motif containing 49C	TRIM49L2																											
TRIM49D1	tripartite motif containing 49D1	TRIM49DP	TRIM49D1P	TRIM49D	tripartite motif containing 49D																								
TRIM49D2	tripartite motif containing 49D2	TRIM49L	TRIM49L1	TRIM49D2P																									
TRIM50	tripartite motif containing 50	TRIM50A	FLJ32804																										
TRIM51	tripartite motif-containing 51	SPRYD5	TRIM51A																										
TRIM52	tripartite motif containing 52	RNF102																											
TRIM54	tripartite motif containing 54	RNF30	MURF	MURF-3																									
TRIM55	tripartite motif containing 55	RNF29	MURF-2																										
TRIM56	tripartite motif containing 56	RNF109																											
TRIM58	tripartite motif containing 58	BIA2																											
TRIM59	tripartite motif containing 59	TRIM57	TSBF1	Mrf1	RNF104																								
TRIM60	tripartite motif containing 60	RNF129	RNF33	FLJ35882																									
TRIM61	tripartite motif containing 61	RNF35																											
TRIM62	tripartite motif containing 62	FLJ10759	DEAR1	ductal epithelium-associated RING Chromosome 1																									
TRIM63	tripartite motif containing 63	RNF28	MURF-1	IRF	SMRZ	muscle-specific RING finger protein 1	iris ring finger protein	striated muscle RING zinc finger protein																					
TRIM64	tripartite motif containing 64	C11orf28	TRIM64A																										
TRIM64B	tripartite motif containing 64B																												
TRIM64C	tripartite motif containing 64C																												
TRIM65	tripartite motif containing 65																												
TRIM66	tripartite motif containing 66	C11orf29	KIAA0298	TIF1D																									
TRIM67	tripartite motif containing 67	TNL																											
TRIM68	tripartite motif containing 68	RNF137	SS-56	FLJ10369																									
TRIM69	tripartite motif containing 69	RNF36	Trif	TRIMLESS																									
TRIM71	tripartite motif containing 71	LIN41	LIN-41																										
TRIM72	tripartite motif containing 72	MG53	mitsugumin 53																										
TRIM73	tripartite motif containing 73	TRIM50B																											
TRIM74	tripartite motif containing 74	TRIM50C	MGC45440																										
TRIM77	tripartite motif containing 77	TRIM77P																											
TRIML1	tripartite motif family like 1	FLJ36180	RNF209																										
TRIML2	tripartite motif family like 2	FLJ25801	SPRYD6	SPRY domain containing 6																									
TRIO	trio Rho guanine nucleotide exchange factor	ARHGEF23																											
TRIOBP	TRIO and F-actin binding protein	DFNB28	HRIHFB2122	KIAA1662	Tara	TAP68																							
TRIP4	thyroid hormone receptor interactor 4	HsT17391	ZC2HC5	ASC-1	zinc finger, C2HC5-type	Activating Signal Cointegrator-1																							
TRIP6	thyroid hormone receptor interactor 6	ZRP-1	OIP1	MGC10556	MGC10558	MGC29959	MGC3837	MGC4423																					
TRIP10	thyroid hormone receptor interactor 10	STOT	STP	HSTP	CIP4	Cdc42-interacting protein																							
TRIP11	thyroid hormone receptor interactor 11	CEV14	Trip230	GMAP-210	GMAP210	golgi-microtubule-associated-protein of 210 kDa																							
TRIP12	thyroid hormone receptor interactor 12	KIAA0045	ULF	TRIPC	E3 ubiquitin-protein ligase for Arf																								
TRIP13	thyroid hormone receptor interactor 13	16E1BP	thyroid receptor interacting protein 13																										
TRIQK	triple QxxK/R motif containing	C8orf83	DKFZp779L1068	PRO0845	LOC286144																								
TRIT1	tRNA isopentenyltransferase 1	FLJ20061	IPT	IPP transferase	tRNA dimethylallyltransferase																								
TRMO	tRNA methyltransferase O	C9orf156	HSPC219																										
TRMT1	tRNA methyltransferase 1	FLJ20244	TRM1																										
TRMT1L	tRNA methyltransferase 1 like	C1orf25	TRM1-like																										
TRMT2A	tRNA methyltransferase 2 homolog A	HTF9C	HpaII tiny fragments locus 9C																										
TRMT2B	tRNA methyltransferase 2 homolog B	CXorf34	FLJ12687																										
TRMT5	tRNA methyltransferase 5	KIAA1393	TRM5	tRNA (guanine(37)-N1)-methyltransferase																									
TRMT6	tRNA methyltransferase 6	GCD10	MGC5029	Gcd10p	CGI-09																								
TRMT10A	tRNA methyltransferase 10A	RG9MTD2	MGC27034	TRM10																									
TRMT10B	tRNA methyltransferase 10B	RG9MTD3	FLJ31455	bA3J10.9																									
TRMT10C	tRNA methyltransferase 10C, mitochondrial RNase P subunit	RG9MTD1	FLJ20432	MRPP1	mitochondrial RNase P subunit 1																								
TRMT11	tRNA methyltransferase 11 homolog	C6orf75	MDS024	dJ187J11.2	TRM11	TRMT11-1																							
TRMT12	tRNA methyltransferase 12 homolog	FLJ20772	Trm12	TYW2	tRNA-yW synthesizing protein 2																								
TRMT13	tRNA methyltransferase 13 homolog	CCDC76	FLJ10287	FLJ11219																									
TRMT44	tRNA methyltransferase 44 homolog	C4orf23	METTL19	FLJ35725	TRM44																								
TRMT61A	tRNA methyltransferase 61A	C14orf172	FLJ40452	GCD14	Gcd14p	hTRM61																							
TRMT61B	tRNA methyltransferase 61B	FLJ20628																											
TRMT112	tRNA methyltransferase subunit 11-2	HSPC152	HSPC170	TRM112	TRMT11-2	hTrm112																							
TRMU	tRNA mitochondrial 2-thiouridylase	TRMT	FLJ10140	MTO2	MTU1	mitochondrial tRNA-specific 2-thiouridylase 1																							
TRNAU1AP	tRNA selenocysteine 1 associated protein 1	TRSPAP1	SECP43	FLJ20503																									
TRNP1	TMF1 regulated nuclear protein 1	C1orf225	TRNP																										
TRNT1	tRNA nucleotidyl transferase 1	MtCCA	CGI-47	CCA1	ATP(CTP):tRNA nucleotidyltransferase	CCA-adding enzyme																							
TRO	trophinin	MAGE-D3	KIAA1114	MAGED3																									
TROAP	trophinin associated protein	TASTIN	tastin																										
TRPA1	transient receptor potential cation channel subfamily A member 1	ANKTM1																											
TRPC1	transient receptor potential cation channel subfamily C member 1	HTRP-1																											
TRPC3	transient receptor potential cation channel subfamily C member 3																												
TRPC4	transient receptor potential cation channel subfamily C member 4	HTRP4	TRP4																										
TRPC4AP	transient receptor potential cation channel subfamily C member 4 associated protein	C20orf188	DKFZP727M231	DKFZp586C1223	dJ756N5.2	TRRP4AP	PPP1R158	protein phosphatase 1, regulatory subunit 158																					
TRPC5	transient receptor potential cation channel subfamily C member 5	PPP1R159	protein phosphatase 1, regulatory subunit 159																										
TRPC5OS	TRPC5 opposite strand	TRPC5-AS1																											
TRPC6	transient receptor potential cation channel subfamily C member 6	FSGS2	TRP6																										
TRPC7	transient receptor potential cation channel subfamily C member 7																												
TRPM1	transient receptor potential cation channel subfamily M member 1	MLSN1	LTRPC1	CSNB1C																									
TRPM2	transient receptor potential cation channel subfamily M member 2	TRPC7	KNP3	LTRPC2	NUDT9L1	NUDT9H	EREG1																						
TRPM3	transient receptor potential cation channel subfamily M member 3	KIAA1616	LTRPC3	GON-2	melastatin 2																								
TRPM4	transient receptor potential cation channel subfamily M member 4	FLJ20041																											
TRPM5	transient receptor potential cation channel subfamily M member 5	LTRPC5	MTR1																										
TRPM6	transient receptor potential cation channel subfamily M member 6	HOMG	HSH	CHAK2	FLJ22628																								
TRPM7	transient receptor potential cation channel subfamily M member 7	CHAK1	LTRPC7	TRP-PLIK																									
TRPM8	transient receptor potential cation channel subfamily M member 8																												
TRPS1	transcriptional repressor GATA binding 1	LGCR	GC79																										
TRPT1	tRNA phosphotransferase 1	MGC11134	tRNA splicing 2' phosphotransferase 1																										
TRPV1	transient receptor potential cation channel subfamily V member 1	VR1																											
TRPV2	transient receptor potential cation channel subfamily V member 2	VRL	VRL-1	VRL1																									
TRPV3	transient receptor potential cation channel subfamily V member 3	VRL3																											
TRPV4	transient receptor potential cation channel subfamily V member 4	OTRPC4	TRP12	VROAC	VRL-2	VR-OAC	CMT2C	osmosensitive transient receptor potential channel 4																					
TRPV5	transient receptor potential cation channel subfamily V member 5	ECAC1	CaT2																										
TRPV6	transient receptor potential cation channel subfamily V member 6	ECAC2	CaT1																										
TRRAP	transformation/transcription domain associated protein	TR-AP	PAF400	Tra1																									
TRUB1	TruB pseudouridine synthase family member 1	PUS4	probable tRNA pseudouridine synthase 1																										
TRUB2	TruB pseudouridine synthase family member 2	CLONE24922																											
TSACC	TSSK6 activating cochaperone	C1orf182	SSTK-IP	SIP	SSTK-interacting protein																								
TSC1	TSC complex subunit 1	TSC	KIAA0243	LAM	hamartin	hamartin																							
TSC2	TSC complex subunit 2	TSC4	tuberin	LAM	PPP1R160	protein phosphatase 1, regulatory subunit 160																							
TSC22D1	TSC22 domain family member 1	TGFB1I4	TSC22	MGC17597																									
TSC22D2	TSC22 domain family member 2	KIAA0669	TILZ4a	TILZ4b	TILZ4c																								
TSC22D3	TSC22 domain family member 3	DSIPI	DIP	GILZ	TSC-22R	hDIP	glucocorticoid-induced leucine zipper																						
TSC22D4	TSC22 domain family member 4	THG-1	TILZ2																										
TSEN2	tRNA splicing endonuclease subunit 2	SEN2	SEN2L	MGC2776																									
TSEN15	tRNA splicing endonuclease subunit 15	C1orf19																											
TSEN34	tRNA splicing endonuclease subunit 34	LENG5	SEN34	SEN34L																									
TSEN54	tRNA splicing endonuclease subunit 54	SEN54	SEN54L																										
TSFM	Ts translation elongation factor, mitochondrial	EF-Tsmt	EF-TS																										
TSG101	tumor susceptibility 101	TSG10	VPS23																										
TSGA10	testis specific 10	CEP4L	CT79	cancer/testis antigen 79																									
TSGA10IP	testis specific 10 interacting protein	FLJ32880	FAM161C																										
TSGA13	testis specific 13																												
TSHB	thyroid stimulating hormone subunit beta	thyrotropin subunit beta																											
TSHR	thyroid stimulating hormone receptor	LGR3																											
TSHZ1	teashirt zinc finger homeobox 1	SDCCAG33	NY-CO-33	TSH1																									
TSHZ2	teashirt zinc finger homeobox 2	C20orf17	ZNF218	ZABC2	OVC10-2	TSH2																							
TSHZ3	teashirt zinc finger homeobox 3	ZNF537	KIAA1474	TSH3	teashirt 3																								
TSKS	testis specific serine kinase substrate	TSSKS	PPP1R161	protein phosphatase 1, regulatory subunit 161																									
TSKU	tsukushi, small leucine rich proteoglycan	LRRC54	E2IG4	TSK																									
TSLP	thymic stromal lymphopoietin																												
TSN	translin	TRSLN	BCLF-1	REHF-1	recombination hotspot associated factor																								
TSNARE1	t-SNARE domain containing 1	FLJ31164																											
TSNAX	translin associated factor X	TRAX	C3PO																										
TSNAX-DISC1	TSNAX-DISC1 readthrough (NMD candidate)																												
TSNAXIP1	translin associated factor X interacting protein 1	TXI1																											
TSPAN1	tetraspanin 1	TSPAN-1	NET-1																										
TSPAN2	tetraspanin 2	TSPAN-2	TSN2	FLJ12082																									
TSPAN3	tetraspanin 3	TM4SF8	TM4-A	TSPAN-3																									
TSPAN4	tetraspanin 4	TM4SF7	NAG-2	TSPAN-4	TETRASPAN																								
TSPAN5	tetraspanin 5	TM4SF9	Tspan-5	NET-4																									
TSPAN6	tetraspanin 6	TM4SF6	T245	TSPAN-6																									
TSPAN7	tetraspanin 7	MXS1	TM4SF2	MRX58	DXS1692E	TALLA-1	A15	CD231																					
TSPAN8	tetraspanin 8	TM4SF3	CO-029																										
TSPAN9	tetraspanin 9	NET-5																											
TSPAN10	tetraspanin 10	OCSP	oculospanin																										
TSPAN11	tetraspanin 11																												
TSPAN12	tetraspanin 12	TM4SF12	NET-2																										
TSPAN13	tetraspanin 13	TM4SF13	NET-6																										
TSPAN14	tetraspanin 14	TM4SF14	DC-TM4F2	MGC11352																									
TSPAN15	tetraspanin 15	TM4SF15	NET-7																										
TSPAN16	tetraspanin 16	TM4SF16	TM4-B	TM-8																									
TSPAN17	tetraspanin 17	FBXO23	TM4SF17	FBX23																									
TSPAN18	tetraspanin 18	TSPAN																											
TSPAN19	tetraspanin 19																												
TSPAN31	tetraspanin 31	SAS																											
TSPAN32	tetraspanin 32	TSSC6	PHEMX																										
TSPAN33	tetraspanin 33	MGC50844	Penumbra																										
TSPEAR	thrombospondin type laminin G domain and EAR repeats	C21orf29	DFNB98	MGC11251	TSP-EAR																								
TSPO	translocator protein	BZRP	PBR	MBR	PKBS	mDRC	DBI	IBP	pk18	peripheral-type benzodiazepine receptor/recognition site																			
TSPO2	translocator protein 2	BZRPL1	dJ34B21.2	similar to RIKEN cDNA 2510027D20																									
TSPOAP1	TSPO associated protein 1	BZRAP1	PRAX-1	KIAA0612	RIM-BP1	RIMBP1																							
TSPY1	testis specific protein Y-linked 1	TSPY	CT78	cancer/testis antigen 78																									
TSPY2	testis specific protein Y-linked 2	TSPYQ1																											
TSPY3	testis specific protein Y-linked 3	CT78																											
TSPY4	testis specific protein Y-linked 4																												
TSPY8	testis specific protein Y-linked 8																												
TSPY10	testis specific protein Y-linked 10																												
TSPYL1	TSPY like 1	TSPYL																											
TSPYL2	TSPY like 2	SE20-4	HRIHFB2216	CTCL	DENTT	CDA1	CINAP	TSPX																					
TSPYL4	TSPY like 4	dJ486I3.2	KIAA0721																										
TSPYL5	TSPY like 5	KIAA1750	Testis-specific Y-encoded-like protein 5																										
TSPYL6	TSPY like 6																												
TSR1	TSR1 ribosome maturation factor	FLJ10534																											
TSR2	TSR2 ribosome maturation factor	DT1P1A10	RP1-112K5.2	WGG1	WGG motif containing 1	escortin																							
TSR3	TSR3 ribosome maturation factor	C16orf42	MGC24381																										
TSSC4	tumor suppressing subtransferable candidate 4																												
TSSK1B	testis specific serine kinase 1B	STK22D	TSSK1	SPOGA4	FKSG81																								
TSSK2	testis specific serine kinase 2	STK22B	SPOGA2	FLJ38613																									
TSSK3	testis specific serine kinase 3	STK22C	SPOGA3																										
TSSK4	testis specific serine kinase 4	C14orf20	STK22E	chromosome 14 open reading frame 20																									
TSSK6	testis specific serine kinase 6	SSTK	FLJ24002	CT72	cancer/testis antigen 72																								
TST	thiosulfate sulfurtransferase	RDS	rhodanese																										
TSTD1	thiosulfate sulfurtransferase like domain containing 1	KAT																											
TSTD2	thiosulfate sulfurtransferase like domain containing 2	C9orf97	PP4189	rhodanese like domain containing 2																									
TSTD3	thiosulfate sulfurtransferase like domain containing 3																												
TTBK1	tau tubulin kinase 1	KIAA1855																											
TTBK2	tau tubulin kinase 2	SCA11	KIAA0847																										
TTC1	tetratricopeptide repeat domain 1	TPR1																											
TTC3	tetratricopeptide repeat domain 3	TPRD	TPRDI	DCRR1	TPRDII	TPRDIII	RNF105																						
TTC4	tetratricopeptide repeat domain 4	MGC5097	FLJ41930	CNS1																									
TTC5	tetratricopeptide repeat domain 5	Strap																											
TTC6	tetratricopeptide repeat domain 6	NCRNA00291	C14orf25																										
TTC7A	tetratricopeptide repeat domain 7A	TTC7	KIAA1140																										
TTC7B	tetratricopeptide repeat domain 7B	TTC7L1																											
TTC8	tetratricopeptide repeat domain 8	BBS8	RP51																										
TTC9	tetratricopeptide repeat domain 9	KIAA0227	TTC9A																										
TTC9B	tetratricopeptide repeat domain 9B	FLJ30373																											
TTC9C	tetratricopeptide repeat domain 9C	MGC29649																											
TTC12	tetratricopeptide repeat domain 12	FLJ13859	FLJ20535	TPARM																									
TTC13	tetratricopeptide repeat domain 13	FLJ22584																											
TTC14	tetratricopeptide repeat domain 14	FLJ00166	KIAA1980																										
TTC16	tetratricopeptide repeat domain 16	FLJ32780																											
TTC17	tetratricopeptide repeat domain 17	FLJ10890																											
TTC19	tetratricopeptide repeat domain 19	FLJ20343	MGC19520																										
TTC21A	tetratricopeptide repeat domain 21A	STI2	IFT139A																										
TTC21B	tetratricopeptide repeat domain 21B	FLJ11457	JBTS11	NPHP12	IFT139B	THM1	FAP60	FLA17																					
TTC22	tetratricopeptide repeat domain 22	FLJ20619																											
TTC23	tetratricopeptide repeat domain 23	FLJ12572	HCC-8																										
TTC23L	tetratricopeptide repeat domain 23 like	FLJ25439																											
TTC24	tetratricopeptide repeat domain 24																												
TTC26	tetratricopeptide repeat domain 26	FLJ12571	dyf-13	DYF13	IFT56																								
TTC27	tetratricopeptide repeat domain 27	FLJ20272																											
TTC28	tetratricopeptide repeat domain 28	KIAA1043																											
TTC29	tetratricopeptide repeat domain 29	NYD-SP14																											
TTC30A	tetratricopeptide repeat domain 30A	FLJ13946	IFT70A	FAP259																									
TTC30B	tetratricopeptide repeat domain 30B	FLJ30990	fleer	IFT70B																									
TTC31	tetratricopeptide repeat domain 31	FLJ12788																											
TTC32	tetratricopeptide repeat domain 32																												
TTC33	tetratricopeptide repeat domain 33	OSRF	osmosis responsive factor																										
TTC34	tetratricopeptide repeat domain 34																												
TTC36	tetratricopeptide repeat domain 36	HBP21	HSP70 binding protein 21																										
TTC37	tetratricopeptide repeat domain 37	KIAA0372	THES	thespin																									
TTC38	tetratricopeptide repeat domain 38	FLJ20699																											
TTC39A	tetratricopeptide repeat domain 39A	C1orf34	KIAA0452	DEME-6																									
TTC39B	tetratricopeptide repeat domain 39B	C9orf52	FLJ33868																										
TTC39C	tetratricopeptide repeat domain 39C	C18orf17	FLJ33761	HsT2697																									
TTF1	transcription termination factor 1																												
TTF2	transcription termination factor 2	HuF2	ZGRF6	zinc finger, GRF-type containing 6	transcription release factor 2																								
TTI1	TELO2 interacting protein 1	KIAA0406	smg-10	smg-10 homolog, nonsense mediated mRNA decay factor (C. elegans)																									
TTI2	TELO2 interacting protein 2	C8orf41	FLJ23263																										
TTK	TTK protein kinase	MPS1	MPS1L1	CT96	MPH1	cancer/testis antigen 96	monopolar spindle 1 kinase																						
TTL	tubulin tyrosine ligase	MGC46235																											
TTLL1	tubulin tyrosine ligase like 1	C22orf7																											
TTLL2	tubulin tyrosine ligase like 2	C6orf104	NYD-TSPG	dJ366N23.3																									
TTLL3	tubulin tyrosine ligase like 3	DKFZP434B103	HOTTL																										
TTLL4	tubulin tyrosine ligase like 4	KIAA0173																											
TTLL5	tubulin tyrosine ligase like 5	KIAA0998	tubulin polyglutamylase TTLL5																										
TTLL6	tubulin tyrosine ligase like 6	FLJ35808																											
TTLL7	tubulin tyrosine ligase like 7	FLJ23033																											
TTLL8	tubulin tyrosine ligase like 8																												
TTLL9	tubulin tyrosine ligase like 9	C20orf125	dJ310O13.1																										
TTLL10	tubulin tyrosine ligase like 10	TTLL5	FLJ36119																										
TTLL11	tubulin tyrosine ligase like 11	C9orf20	bA244O19.1																										
TTLL12	tubulin tyrosine ligase like 12	KIAA0153																											
TTN	titin	CMD1G	CMPD4	FLJ32040	TMD	CMH9	LGMD2J	MYLK5																					
TTPA	alpha tocopherol transfer protein	AVED																											
TTPAL	alpha tocopherol transfer protein like	C20orf121	dJ179M20.3																										
TTR	transthyretin	PALB	CTS1	HsT2651	CTS																								
TTYH1	tweety family member 1																												
TTYH2	tweety family member 2	C17orf29																											
TTYH3	tweety family member 3	KIAA1691																											
TUB	TUB bipartite transcription factor	rd5																											
TUBA1A	tubulin alpha 1a	TUBA3	B-ALPHA-1	FLJ25113	tubulin, alpha, brain-specific																								
TUBA1B	tubulin alpha 1b	K-ALPHA-1	tubulin, alpha, ubiquitous																										
TUBA1C	tubulin alpha 1c	TUBA6	MGC14580	MGC10851	bcm948																								
TUBA3C	tubulin alpha 3c	TUBA2	bA408E5.3																										
TUBA3D	tubulin alpha 3d	H2-ALPHA	alpha-tubulin isotype H2-alpha																										
TUBA3E	tubulin alpha 3e																												
TUBA4A	tubulin alpha 4a	TUBA1	FLJ30169	H2-ALPHA																									
TUBA4B	tubulin alpha 4b	TUBA4	FLJ13940																										
TUBA8	tubulin alpha 8	TUBAL2																											
TUBAL3	tubulin alpha like 3	FLJ21665																											
TUBB	tubulin beta class I	OK/SW-cl.56	MGC16435	M40	Tubb5	class I beta-tubulin	beta1-tubulin																						
TUBB1	tubulin beta 1 class VI	dJ543J19.4	class VI beta-tubulin																										
TUBB2A	tubulin beta 2A class IIa	TUBB	TUBB2	dJ40E16.7	class IIa beta-tubulin																								
TUBB2B	tubulin beta 2B class IIb	MGC8685	DKFZp566F223	bA506K6.1	class IIb beta-tubulin																								
TUBB3	tubulin beta 3 class III	FEOM3	beta-4	CFEOM3	CFEOM3A	class III beta-tubulin																							
TUBB4A	tubulin beta 4A class IVa	TUBB4	DYT4	beta-5	class IVa beta-tubulin																								
TUBB4B	tubulin beta 4B class IVb	TUBB2C	Beta2	class IVb beta-tubulin																									
TUBB6	tubulin beta 6 class V	MGC4083	HsT1601	tubulin beta MGC4083	class V beta-tubulin																								
TUBB8	tubulin beta 8 class VIII	bA631M21.2	class VIII beta-tubulin																										
TUBD1	tubulin delta 1	FLJ12709	TUBD																										
TUBE1	tubulin epsilon 1	dJ142L7.2	FLJ22589	TUBE																									
TUBG1	tubulin gamma 1	TUBG	TUBGCP1																										
TUBG2	tubulin gamma 2																												
TUBGCP2	tubulin gamma complex associated protein 2	GCP2	Spc97p	SPBC97																									
TUBGCP3	tubulin gamma complex associated protein 3	GCP3	Spc98p	SPBC98	spindle pole body protein																								
TUBGCP4	tubulin gamma complex associated protein 4	76P	FLJ14797																										
TUBGCP5	tubulin gamma complex associated protein 5	GCP5	KIAA1899	gamma-tubulin complex component GCP5																									
TUBGCP6	tubulin gamma complex associated protein 6	GCP6	KIAA1669	DJ402G11.6	gamma-tubulin complex component 6																								
TUFM	Tu translation elongation factor, mitochondrial	EFTu	EF-TuMT	EFTU																									
TUFT1	tuftelin 1																												
TULP1	TUB like protein 1	RP14	TUBL1	LCA15																									
TULP2	TUB like protein 2	TUBL2	CT65	cancer/testis antigen 65																									
TULP3	TUB like protein 3	TUBL3																											
TULP4	TUB like protein 4	TUSP	KIAA1397																										
TUNAR	TCL1 upstream neural differentiation-associated RNA	LINC00617	TUNA	HI-LNC78	Tcl1 upstream neuron-associated lincRNA	Human Islet Long Non Coding RNA 78																							
TUSC1	tumor suppressor candidate 1	TSG-9	CCDC89B																										
TUSC2	tumor suppressor 2, mitochondrial calcium regulator	PDAP2	FUS1	PAP	C3orf11																								
TUSC3	tumor suppressor candidate 3	MRT22	MGC13453	N33	OST3A	MRT7	MagT2	SLC58A2	oligosaccharyltransferase 3 homolog A (S. cerevisiae)	Magnesium uptake/transporter TUSC3																			
TUT1	terminal uridylyl transferase 1, U6 snRNA-specific	RBM21	FLJ22347	FLJ22267	FLJ21850	PAPD2	TUTase	TENT1	RNA uridylyltransferase	U6 TUTase	TUTase 6																		
TVP23A	trans-golgi network vesicle protein 23 homolog A	FAM18A	YDR084C																										
TVP23B	trans-golgi network vesicle protein 23 homolog B	FAM18B	FAM18B1	CGI-148	YDR084C																								
TVP23C	trans-golgi network vesicle protein 23 homolog C	FAM18B2	MGC8763																										
TVP23C-CDRT4	TVP23C-CDRT4 readthrough	FAM18B2-CDRT4																											
TWF1	twinfilin actin binding protein 1	PTK9	A6																										
TWF2	twinfilin actin binding protein 2	PTK9L	A6RP	A6r																									
TWIST1	twist family bHLH transcription factor 1	ACS3	BPES3	TWIST	CRS	SCS	H-twist	BPES2	bHLHa38	CRS1	Saethre-Chotzen syndrome																		
TWIST2	twist family bHLH transcription factor 2	DERMO1	Dermo-1	bHLHa39																									
TWSG1	twisted gastrulation BMP signaling modulator 1	TSG																											
TXK	TXK tyrosine kinase	PTK4	TKL	PSCTK5	BTKL	RLK																							
TXLNA	taxilin alpha	DKFZp451J0118																											
TXLNB	taxilin beta	C6orf198	DKFZp451A175	MDP77	dJ522B19.2																								
TXLNG	taxilin gamma	CXorf15	FLJ11209	LSR5	FIAT	MGC126621	MGC126625	TXLNGX	lipopolysaccharide specific response-5 protein	factor inhibiting activating transcription factor 4 (ATF4)-mediated transcription																			
TXN	thioredoxin	TRX																											
TXN2	thioredoxin 2	MT-TRX																											
TXNDC2	thioredoxin domain containing 2	SPTRX1	sperm-specific thioredoxin 1																										
TXNDC5	thioredoxin domain containing 5	MGC3178	FLJ21353	FLJ90810	EndoPDI	Hcc-2	ERp46	PDIA15	protein disulfide isomerase family A, member 15																				
TXNDC8	thioredoxin domain containing 8	bA427L11.2	TRX6	SPTRX-3	sperm-specific thioredoxin 3																								
TXNDC9	thioredoxin domain containing 9	APACD																											
TXNDC11	thioredoxin domain containing 11	EFP1	EF-hand binding protein 1																										
TXNDC12	thioredoxin domain containing 12	TLP19	ERP18	ERP19	hAG-1	AGR1	PDIA16	endoplasmic reticulum thioredoxin superfamily member, 18 kDa	anterior gradient homolog 1 (Xenopus laevis)	protein disulfide isomerase family A, member 16																			
TXNDC15	thioredoxin domain containing 15	C5orf14	2310047H23Rik	FLJ22625																									
TXNDC16	thioredoxin domain containing 16	KIAA1344																											
TXNDC17	thioredoxin domain containing 17	TXNL5	MGC14353	TRP14	thioredoxin (Trx)-related protein, 14 kDa																								
TXNIP	thioredoxin interacting protein	VDUP1	EST01027	HHCPA78	THIF	ARRDC6	upregulated by 1,25-dihydroxyvitamin D-3	thioredoxin binding protein 2																					
TXNL1	thioredoxin like 1	TXNL	Txl	TRP32	thioredoxin-like, 32kD																								
TXNL4A	thioredoxin like 4A	TXNL4	U5-15kD	DIM1	HsT161	DIB1	SNRNP15	similar to S. pombe dim1+																					
TXNL4B	thioredoxin like 4B	FLJ20511	DLP	Dim2																									
TXNRD1	thioredoxin reductase 1	TXNR	GRIM-12	Trxr1	selenoprotein TXNRD1																								
TXNRD2	thioredoxin reductase 2	TR	TRXR2	TR3	SELZ	thioredoxin reductase beta	selenoprotein Z																						
TXNRD3	thioredoxin reductase 3	TXNRD3NB	TXNRD3IT1	TR2	TRXR3	TGR	TR2IT1	TXNRD3NT1	thioredoxin glutathione reductase	selenoprotein TXNRD3																			
TXNRD3NB	symbol withdrawn, see [HGNC:20667](/data/gene-symbol-report/#!/hgnc_id/HGNC:20667)	TXNRD3IT1	TR2IT1	TXNRD3NT1	thioredoxin reductase 3 new transcript 1																								
TYK2	tyrosine kinase 2	JTK1																											
TYMP	thymidine phosphorylase	MNGIE	ECGF1	gliostatin																									
TYMS	thymidylate synthetase	TS	Tsase	TMS	HsT422																								
TYR	tyrosinase	OCAIA	OCA1A	OCA1	oculocutaneous albinism IA																								
TYRO3	TYRO3 protein tyrosine kinase	RSE	Dtk	Brt	Tif	Sky	Etk-2	Rek																					
TYROBP	transmembrane immune signaling adaptor TYROBP	PLOSL	DAP12	PLO-SL	KARAP	killer activating receptor associated protein	DNAX-activation protein 12	DNAX adaptor protein 12																					
TYRP1	tyrosinase related protein 1	TYRP	CAS2	GP75	CATB	TRP	b-PROTEIN	OCA3																					
TYSND1	trypsin like peroxisomal matrix peptidase 1	MGC34695	NET41	peroxisomal cysteine endopeptidase	peroxisome leader peptide-processing protease	peroxisomal matrix protein–processing protease																							
TYW1	tRNA-yW synthesizing protein 1 homolog	RSAFD1	FLJ10900	MGC23001	MGC60291	YPL207W	TYW1A	tRNA-yW synthesizing protein 1 homolog A (S. cerevisiae)																					
TYW1B	tRNA-yW synthesizing protein 1 homolog B	RSAFD2	MGC87315	NCRNA00069	LINC00069	radical S-adenosyl methionine and flavodoxin domains 1	non-protein coding RNA 69	long intergenic non-protein coding RNA 69																					
TYW3	tRNA-yW synthesizing protein 3 homolog	C1orf171	FLJ40918																										
TYW5	tRNA-yW synthesizing protein 5	C2orf60	FLJ37953																										
U2AF1	U2 small nuclear RNA auxiliary factor 1	U2AFBP	U2AF35	RNU2AF1	RN																								
U2AF1L4	U2 small nuclear RNA auxiliary factor 1 like 4	U2AF1L3	MGC33901	U2af26																									
U2AF1L5	U2 small nuclear RNA auxiliary factor 1 like 5																												
U2AF2	U2 small nuclear RNA auxiliary factor 2	U2AF65	U2 small nuclear ribonucleoprotein auxiliary factor (65kD)	splicing factor U2AF 65 kD subunit	U2 snRNP auxiliary factor large subunit																								
U2SURP	U2 snRNP associated SURP domain containing	fSAPa	SR140	functional spliceosome-associated protein a	Ser/Arg-rich domain protein, 140 kDa	U2 associated SR140 protein																							
